Date,Category,Item,Sales
03-06-2023,Wraps,Aloo Wrap,18
03-06-2023,Wraps,Hummus Wrap,45
03-06-2023,Pastas,Veg Alfredo Pasta,7
03-06-2023,Pastas,Veg Arrabbiata Pasta,38
03-06-2023,Pastas,Pesto Veg Pasta,39
03-06-2023,Pastas,Veg Mac and Cheese,49
03-06-2023,Salads,Greek Salad,29
03-06-2023,Salads,Caesar Salad,21
03-06-2023,Salads,Garden Salad,41
03-06-2023,Salads,Pasta Salad,22
03-06-2023,Fries,Classic Fries,17
03-06-2023,Fries,Cheese Fries,23
03-06-2023,Fries,Masala Fries,24
03-06-2023,Fries,Peri Peri Fries,49
03-06-2023,Beverages,Cold Coffee,42
03-06-2023,Beverages,Lemonade,24
03-06-2023,Beverages,Mango Smoothie,7
03-06-2023,Beverages,Green Tea,39
03-06-2023,Desserts,Brownie,15
03-06-2023,Desserts,Ice Cream Sundae,39
03-06-2023,Desserts,Fruit Salad,29
03-06-2023,Desserts,Chocolate Cake,43
04-06-2023,Veg Burgers,Classic Veg Burger,5
04-06-2023,Veg Burgers,Cheese Veg Burger,36
04-06-2023,Veg Burgers,Spicy Veg Burger,48
04-06-2023,Veg Burgers,Aloo Tikki Burger,19
04-06-2023,Veg Pizzas,Margherita Pizza,5
04-06-2023,Veg Pizzas,Veggie Delight Pizza,29
04-06-2023,Veg Pizzas,Paneer Pizza,49
04-06-2023,Veg Pizzas,Farmhouse Pizza,20
04-06-2023,Sandwiches,Veg Club Sandwich,46
04-06-2023,Sandwiches,Paneer Tikka Sandwich,21
04-06-2023,Sandwiches,Grilled Veg Sandwich,14
04-06-2023,Sandwiches,Cucumber Sandwich,27
04-06-2023,Wraps,Veggie Wrap,9
04-06-2023,Wraps,Paneer Wrap,16
04-06-2023,Wraps,Aloo Wrap,9
04-06-2023,Wraps,Hummus Wrap,44
04-06-2023,Pastas,Veg Alfredo Pasta,43
04-06-2023,Pastas,Veg Arrabbiata Pasta,36
04-06-2023,Pastas,Pesto Veg Pasta,37
04-06-2023,Pastas,Veg Mac and Cheese,26
04-06-2023,Salads,Greek Salad,49
04-06-2023,Salads,Caesar Salad,25
04-06-2023,Salads,Garden Salad,23
04-06-2023,Salads,Pasta Salad,24
04-06-2023,Fries,Classic Fries,9
04-06-2023,Fries,Cheese Fries,22
04-06-2023,Fries,Masala Fries,22
04-06-2023,Fries,Peri Peri Fries,18
04-06-2023,Beverages,Cold Coffee,24
04-06-2023,Beverages,Lemonade,42
04-06-2023,Beverages,Mango Smoothie,10
04-06-2023,Beverages,Green Tea,30
04-06-2023,Desserts,Brownie,10
04-06-2023,Desserts,Ice Cream Sundae,29
04-06-2023,Desserts,Fruit Salad,14
04-06-2023,Desserts,Chocolate Cake,20
05-06-2023,Veg Burgers,Classic Veg Burger,42
05-06-2023,Veg Burgers,Cheese Veg Burger,34
05-06-2023,Veg Burgers,Spicy Veg Burger,40
05-06-2023,Veg Burgers,Aloo Tikki Burger,13
05-06-2023,Veg Pizzas,Margherita Pizza,12
05-06-2023,Veg Pizzas,Veggie Delight Pizza,17
05-06-2023,Veg Pizzas,Paneer Pizza,27
05-06-2023,Veg Pizzas,Farmhouse Pizza,34
05-06-2023,Sandwiches,Veg Club Sandwich,19
05-06-2023,Sandwiches,Paneer Tikka Sandwich,36
05-06-2023,Sandwiches,Grilled Veg Sandwich,5
05-06-2023,Sandwiches,Cucumber Sandwich,26
05-06-2023,Wraps,Veggie Wrap,34
05-06-2023,Wraps,Paneer Wrap,30
05-06-2023,Wraps,Aloo Wrap,29
05-06-2023,Wraps,Hummus Wrap,40
05-06-2023,Pastas,Veg Alfredo Pasta,36
05-06-2023,Pastas,Veg Arrabbiata Pasta,24
05-06-2023,Pastas,Pesto Veg Pasta,21
05-06-2023,Pastas,Veg Mac and Cheese,24
05-06-2023,Salads,Greek Salad,23
05-06-2023,Salads,Caesar Salad,20
05-06-2023,Salads,Garden Salad,35
05-06-2023,Salads,Pasta Salad,17
05-06-2023,Fries,Classic Fries,27
05-06-2023,Fries,Cheese Fries,35
05-06-2023,Fries,Masala Fries,19
05-06-2023,Fries,Peri Peri Fries,8
05-06-2023,Beverages,Cold Coffee,32
05-06-2023,Beverages,Lemonade,6
05-06-2023,Beverages,Mango Smoothie,28
05-06-2023,Beverages,Green Tea,13
05-06-2023,Desserts,Brownie,18
05-06-2023,Desserts,Ice Cream Sundae,45
05-06-2023,Desserts,Fruit Salad,15
05-06-2023,Desserts,Chocolate Cake,43
06-06-2023,Veg Burgers,Classic Veg Burger,41
06-06-2023,Veg Burgers,Cheese Veg Burger,41
06-06-2023,Veg Burgers,Spicy Veg Burger,42
06-06-2023,Veg Burgers,Aloo Tikki Burger,37
06-06-2023,Veg Pizzas,Margherita Pizza,14
06-06-2023,Veg Pizzas,Veggie Delight Pizza,18
06-06-2023,Veg Pizzas,Paneer Pizza,23
06-06-2023,Veg Pizzas,Farmhouse Pizza,47
06-06-2023,Sandwiches,Veg Club Sandwich,10
06-06-2023,Sandwiches,Paneer Tikka Sandwich,29
06-06-2023,Sandwiches,Grilled Veg Sandwich,37
06-06-2023,Sandwiches,Cucumber Sandwich,44
06-06-2023,Wraps,Veggie Wrap,43
06-06-2023,Wraps,Paneer Wrap,24
06-06-2023,Wraps,Aloo Wrap,17
06-06-2023,Wraps,Hummus Wrap,49
06-06-2023,Pastas,Veg Alfredo Pasta,25
06-06-2023,Pastas,Veg Arrabbiata Pasta,16
06-06-2023,Pastas,Pesto Veg Pasta,14
06-06-2023,Pastas,Veg Mac and Cheese,9
06-06-2023,Salads,Greek Salad,5
06-06-2023,Salads,Caesar Salad,26
06-06-2023,Salads,Garden Salad,9
06-06-2023,Salads,Pasta Salad,26
06-06-2023,Fries,Classic Fries,24
06-06-2023,Fries,Cheese Fries,43
06-06-2023,Fries,Masala Fries,46
06-06-2023,Fries,Peri Peri Fries,33
06-06-2023,Beverages,Cold Coffee,49
06-06-2023,Beverages,Lemonade,45
06-06-2023,Beverages,Mango Smoothie,45
06-06-2023,Beverages,Green Tea,32
06-06-2023,Desserts,Brownie,47
06-06-2023,Desserts,Ice Cream Sundae,14
06-06-2023,Desserts,Fruit Salad,38
06-06-2023,Desserts,Chocolate Cake,23
07-06-2023,Veg Burgers,Classic Veg Burger,11
07-06-2023,Veg Burgers,Cheese Veg Burger,13
07-06-2023,Veg Burgers,Spicy Veg Burger,19
07-06-2023,Veg Burgers,Aloo Tikki Burger,25
07-06-2023,Veg Pizzas,Margherita Pizza,23
07-06-2023,Veg Pizzas,Veggie Delight Pizza,47
07-06-2023,Veg Pizzas,Paneer Pizza,25
07-06-2023,Veg Pizzas,Farmhouse Pizza,23
07-06-2023,Sandwiches,Veg Club Sandwich,25
07-06-2023,Sandwiches,Paneer Tikka Sandwich,19
07-06-2023,Sandwiches,Grilled Veg Sandwich,47
07-06-2023,Sandwiches,Cucumber Sandwich,27
07-06-2023,Wraps,Veggie Wrap,48
07-06-2023,Wraps,Paneer Wrap,20
07-06-2023,Wraps,Aloo Wrap,31
07-06-2023,Wraps,Hummus Wrap,6
07-06-2023,Pastas,Veg Alfredo Pasta,18
07-06-2023,Pastas,Veg Arrabbiata Pasta,14
07-06-2023,Pastas,Pesto Veg Pasta,24
07-06-2023,Pastas,Veg Mac and Cheese,38
07-06-2023,Salads,Greek Salad,50
07-06-2023,Salads,Caesar Salad,29
07-06-2023,Salads,Garden Salad,27
07-06-2023,Salads,Pasta Salad,33
07-06-2023,Fries,Classic Fries,12
07-06-2023,Fries,Cheese Fries,20
07-06-2023,Fries,Masala Fries,6
07-06-2023,Fries,Peri Peri Fries,33
07-06-2023,Beverages,Cold Coffee,25
07-06-2023,Beverages,Lemonade,34
07-06-2023,Beverages,Mango Smoothie,13
07-06-2023,Beverages,Green Tea,47
07-06-2023,Desserts,Brownie,25
07-06-2023,Desserts,Ice Cream Sundae,6
07-06-2023,Desserts,Fruit Salad,48
07-06-2023,Desserts,Chocolate Cake,31
08-06-2023,Veg Burgers,Classic Veg Burger,5
08-06-2023,Veg Burgers,Cheese Veg Burger,45
08-06-2023,Veg Burgers,Spicy Veg Burger,6
08-06-2023,Veg Burgers,Aloo Tikki Burger,11
08-06-2023,Veg Pizzas,Margherita Pizza,6
08-06-2023,Veg Pizzas,Veggie Delight Pizza,7
08-06-2023,Veg Pizzas,Paneer Pizza,24
08-06-2023,Veg Pizzas,Farmhouse Pizza,30
08-06-2023,Sandwiches,Veg Club Sandwich,12
08-06-2023,Sandwiches,Paneer Tikka Sandwich,13
08-06-2023,Sandwiches,Grilled Veg Sandwich,24
08-06-2023,Sandwiches,Cucumber Sandwich,15
08-06-2023,Wraps,Veggie Wrap,44
08-06-2023,Wraps,Paneer Wrap,50
08-06-2023,Wraps,Aloo Wrap,18
08-06-2023,Wraps,Hummus Wrap,23
08-06-2023,Pastas,Veg Alfredo Pasta,26
08-06-2023,Pastas,Veg Arrabbiata Pasta,31
08-06-2023,Pastas,Pesto Veg Pasta,45
08-06-2023,Pastas,Veg Mac and Cheese,45
08-06-2023,Salads,Greek Salad,50
08-06-2023,Salads,Caesar Salad,14
08-06-2023,Salads,Garden Salad,11
08-06-2023,Salads,Pasta Salad,35
08-06-2023,Fries,Classic Fries,24
08-06-2023,Fries,Cheese Fries,47
08-06-2023,Fries,Masala Fries,44
08-06-2023,Fries,Peri Peri Fries,44
08-06-2023,Beverages,Cold Coffee,25
08-06-2023,Beverages,Lemonade,29
08-06-2023,Beverages,Mango Smoothie,19
08-06-2023,Beverages,Green Tea,46
08-06-2023,Desserts,Brownie,8
08-06-2023,Desserts,Ice Cream Sundae,11
08-06-2023,Desserts,Fruit Salad,33
08-06-2023,Desserts,Chocolate Cake,18
09-06-2023,Veg Burgers,Classic Veg Burger,36
09-06-2023,Veg Burgers,Cheese Veg Burger,12
09-06-2023,Veg Burgers,Spicy Veg Burger,47
09-06-2023,Veg Burgers,Aloo Tikki Burger,42
09-06-2023,Veg Pizzas,Margherita Pizza,29
09-06-2023,Veg Pizzas,Veggie Delight Pizza,19
09-06-2023,Veg Pizzas,Paneer Pizza,39
09-06-2023,Veg Pizzas,Farmhouse Pizza,26
09-06-2023,Sandwiches,Veg Club Sandwich,22
09-06-2023,Sandwiches,Paneer Tikka Sandwich,14
09-06-2023,Sandwiches,Grilled Veg Sandwich,22
09-06-2023,Sandwiches,Cucumber Sandwich,27
09-06-2023,Wraps,Veggie Wrap,30
09-06-2023,Wraps,Paneer Wrap,9
09-06-2023,Wraps,Aloo Wrap,50
09-06-2023,Wraps,Hummus Wrap,21
09-06-2023,Pastas,Veg Alfredo Pasta,47
09-06-2023,Pastas,Veg Arrabbiata Pasta,10
09-06-2023,Pastas,Pesto Veg Pasta,50
09-06-2023,Pastas,Veg Mac and Cheese,19
09-06-2023,Salads,Greek Salad,14
09-06-2023,Salads,Caesar Salad,43
09-06-2023,Salads,Garden Salad,43
09-06-2023,Salads,Pasta Salad,40
09-06-2023,Fries,Classic Fries,35
09-06-2023,Fries,Cheese Fries,47
09-06-2023,Fries,Masala Fries,14
09-06-2023,Fries,Peri Peri Fries,41
09-06-2023,Beverages,Cold Coffee,19
09-06-2023,Beverages,Lemonade,38
09-06-2023,Beverages,Mango Smoothie,37
09-06-2023,Beverages,Green Tea,44
09-06-2023,Desserts,Brownie,47
09-06-2023,Desserts,Ice Cream Sundae,34
09-06-2023,Desserts,Fruit Salad,18
09-06-2023,Desserts,Chocolate Cake,47
10-06-2023,Veg Burgers,Classic Veg Burger,42
10-06-2023,Veg Burgers,Cheese Veg Burger,18
10-06-2023,Veg Burgers,Spicy Veg Burger,5
10-06-2023,Veg Burgers,Aloo Tikki Burger,27
10-06-2023,Veg Pizzas,Margherita Pizza,28
10-06-2023,Veg Pizzas,Veggie Delight Pizza,5
10-06-2023,Veg Pizzas,Paneer Pizza,50
10-06-2023,Veg Pizzas,Farmhouse Pizza,16
10-06-2023,Sandwiches,Veg Club Sandwich,29
10-06-2023,Sandwiches,Paneer Tikka Sandwich,29
10-06-2023,Sandwiches,Grilled Veg Sandwich,34
10-06-2023,Sandwiches,Cucumber Sandwich,46
10-06-2023,Wraps,Veggie Wrap,30
10-06-2023,Wraps,Paneer Wrap,21
10-06-2023,Wraps,Aloo Wrap,21
10-06-2023,Wraps,Hummus Wrap,44
10-06-2023,Pastas,Veg Alfredo Pasta,16
10-06-2023,Pastas,Veg Arrabbiata Pasta,8
10-06-2023,Pastas,Pesto Veg Pasta,35
10-06-2023,Pastas,Veg Mac and Cheese,29
10-06-2023,Salads,Greek Salad,39
10-06-2023,Salads,Caesar Salad,43
10-06-2023,Salads,Garden Salad,23
10-06-2023,Salads,Pasta Salad,36
10-06-2023,Fries,Classic Fries,40
10-06-2023,Fries,Cheese Fries,6
10-06-2023,Fries,Masala Fries,27
10-06-2023,Fries,Peri Peri Fries,38
10-06-2023,Beverages,Cold Coffee,12
10-06-2023,Beverages,Lemonade,33
10-06-2023,Beverages,Mango Smoothie,16
10-06-2023,Beverages,Green Tea,14
10-06-2023,Desserts,Brownie,32
10-06-2023,Desserts,Ice Cream Sundae,43
10-06-2023,Desserts,Fruit Salad,37
10-06-2023,Desserts,Chocolate Cake,37
11-06-2023,Veg Burgers,Classic Veg Burger,38
11-06-2023,Veg Burgers,Cheese Veg Burger,37
11-06-2023,Veg Burgers,Spicy Veg Burger,22
11-06-2023,Veg Burgers,Aloo Tikki Burger,49
11-06-2023,Veg Pizzas,Margherita Pizza,47
11-06-2023,Veg Pizzas,Veggie Delight Pizza,48
11-06-2023,Veg Pizzas,Paneer Pizza,12
11-06-2023,Veg Pizzas,Farmhouse Pizza,40
11-06-2023,Sandwiches,Veg Club Sandwich,33
11-06-2023,Sandwiches,Paneer Tikka Sandwich,10
11-06-2023,Sandwiches,Grilled Veg Sandwich,23
11-06-2023,Sandwiches,Cucumber Sandwich,27
11-06-2023,Wraps,Veggie Wrap,43
11-06-2023,Wraps,Paneer Wrap,8
11-06-2023,Wraps,Aloo Wrap,36
11-06-2023,Wraps,Hummus Wrap,15
11-06-2023,Pastas,Veg Alfredo Pasta,39
11-06-2023,Pastas,Veg Arrabbiata Pasta,15
11-06-2023,Pastas,Pesto Veg Pasta,34
11-06-2023,Pastas,Veg Mac and Cheese,43
11-06-2023,Salads,Greek Salad,19
11-06-2023,Salads,Caesar Salad,18
11-06-2023,Salads,Garden Salad,42
11-06-2023,Salads,Pasta Salad,45
11-06-2023,Fries,Classic Fries,34
11-06-2023,Fries,Cheese Fries,19
11-06-2023,Fries,Masala Fries,38
11-06-2023,Fries,Peri Peri Fries,49
11-06-2023,Beverages,Cold Coffee,9
11-06-2023,Beverages,Lemonade,47
11-06-2023,Beverages,Mango Smoothie,48
11-06-2023,Beverages,Green Tea,16
11-06-2023,Desserts,Brownie,20
11-06-2023,Desserts,Ice Cream Sundae,40
11-06-2023,Desserts,Fruit Salad,12
11-06-2023,Desserts,Chocolate Cake,12
12-06-2023,Veg Burgers,Classic Veg Burger,12
12-06-2023,Veg Burgers,Cheese Veg Burger,38
12-06-2023,Veg Burgers,Spicy Veg Burger,9
12-06-2023,Veg Burgers,Aloo Tikki Burger,27
12-06-2023,Veg Pizzas,Margherita Pizza,36
12-06-2023,Veg Pizzas,Veggie Delight Pizza,12
12-06-2023,Veg Pizzas,Paneer Pizza,6
12-06-2023,Veg Pizzas,Farmhouse Pizza,29
12-06-2023,Sandwiches,Veg Club Sandwich,46
12-06-2023,Sandwiches,Paneer Tikka Sandwich,37
12-06-2023,Sandwiches,Grilled Veg Sandwich,24
12-06-2023,Sandwiches,Cucumber Sandwich,20
12-06-2023,Wraps,Veggie Wrap,45
12-06-2023,Wraps,Paneer Wrap,8
12-06-2023,Wraps,Aloo Wrap,26
12-06-2023,Wraps,Hummus Wrap,50
12-06-2023,Pastas,Veg Alfredo Pasta,15
12-06-2023,Pastas,Veg Arrabbiata Pasta,14
12-06-2023,Pastas,Pesto Veg Pasta,28
12-06-2023,Pastas,Veg Mac and Cheese,31
12-06-2023,Salads,Greek Salad,48
12-06-2023,Salads,Caesar Salad,36
12-06-2023,Salads,Garden Salad,9
12-06-2023,Salads,Pasta Salad,38
12-06-2023,Fries,Classic Fries,8
12-06-2023,Fries,Cheese Fries,16
12-06-2023,Fries,Masala Fries,33
12-06-2023,Fries,Peri Peri Fries,37
12-06-2023,Beverages,Cold Coffee,15
12-06-2023,Beverages,Lemonade,47
12-06-2023,Beverages,Mango Smoothie,11
12-06-2023,Beverages,Green Tea,39
12-06-2023,Desserts,Brownie,44
12-06-2023,Desserts,Ice Cream Sundae,33
12-06-2023,Desserts,Fruit Salad,28
12-06-2023,Desserts,Chocolate Cake,31
13-06-2023,Veg Burgers,Classic Veg Burger,10
13-06-2023,Veg Burgers,Cheese Veg Burger,29
13-06-2023,Veg Burgers,Spicy Veg Burger,9
13-06-2023,Veg Burgers,Aloo Tikki Burger,27
13-06-2023,Veg Pizzas,Margherita Pizza,27
13-06-2023,Veg Pizzas,Veggie Delight Pizza,24
13-06-2023,Veg Pizzas,Paneer Pizza,23
13-06-2023,Veg Pizzas,Farmhouse Pizza,34
13-06-2023,Sandwiches,Veg Club Sandwich,10
13-06-2023,Sandwiches,Paneer Tikka Sandwich,42
13-06-2023,Sandwiches,Grilled Veg Sandwich,11
13-06-2023,Sandwiches,Cucumber Sandwich,26
13-06-2023,Wraps,Veggie Wrap,45
13-06-2023,Wraps,Paneer Wrap,42
13-06-2023,Wraps,Aloo Wrap,27
13-06-2023,Wraps,Hummus Wrap,50
13-06-2023,Pastas,Veg Alfredo Pasta,47
13-06-2023,Pastas,Veg Arrabbiata Pasta,27
13-06-2023,Pastas,Pesto Veg Pasta,48
13-06-2023,Pastas,Veg Mac and Cheese,33
13-06-2023,Salads,Greek Salad,34
13-06-2023,Salads,Caesar Salad,7
13-06-2023,Salads,Garden Salad,48
13-06-2023,Salads,Pasta Salad,23
13-06-2023,Fries,Classic Fries,17
13-06-2023,Fries,Cheese Fries,9
13-06-2023,Fries,Masala Fries,6
13-06-2023,Fries,Peri Peri Fries,17
13-06-2023,Beverages,Cold Coffee,12
13-06-2023,Beverages,Lemonade,5
13-06-2023,Beverages,Mango Smoothie,21
13-06-2023,Beverages,Green Tea,15
13-06-2023,Desserts,Brownie,14
13-06-2023,Desserts,Ice Cream Sundae,28
13-06-2023,Desserts,Fruit Salad,5
13-06-2023,Desserts,Chocolate Cake,25
14-06-2023,Veg Burgers,Classic Veg Burger,29
14-06-2023,Veg Burgers,Cheese Veg Burger,47
14-06-2023,Veg Burgers,Spicy Veg Burger,46
14-06-2023,Veg Burgers,Aloo Tikki Burger,26
14-06-2023,Veg Pizzas,Margherita Pizza,17
14-06-2023,Veg Pizzas,Veggie Delight Pizza,25
14-06-2023,Veg Pizzas,Paneer Pizza,20
14-06-2023,Veg Pizzas,Farmhouse Pizza,37
14-06-2023,Sandwiches,Veg Club Sandwich,13
14-06-2023,Sandwiches,Paneer Tikka Sandwich,21
14-06-2023,Sandwiches,Grilled Veg Sandwich,44
14-06-2023,Sandwiches,Cucumber Sandwich,16
14-06-2023,Wraps,Veggie Wrap,9
14-06-2023,Wraps,Paneer Wrap,20
14-06-2023,Wraps,Aloo Wrap,14
14-06-2023,Wraps,Hummus Wrap,33
14-06-2023,Pastas,Veg Alfredo Pasta,47
14-06-2023,Pastas,Veg Arrabbiata Pasta,6
14-06-2023,Pastas,Pesto Veg Pasta,9
14-06-2023,Pastas,Veg Mac and Cheese,21
14-06-2023,Salads,Greek Salad,25
14-06-2023,Salads,Caesar Salad,45
14-06-2023,Salads,Garden Salad,9
14-06-2023,Salads,Pasta Salad,30
14-06-2023,Fries,Classic Fries,34
14-06-2023,Fries,Cheese Fries,38
14-06-2023,Fries,Masala Fries,47
14-06-2023,Fries,Peri Peri Fries,50
14-06-2023,Beverages,Cold Coffee,38
14-06-2023,Beverages,Lemonade,20
14-06-2023,Beverages,Mango Smoothie,39
14-06-2023,Beverages,Green Tea,28
14-06-2023,Desserts,Brownie,17
14-06-2023,Desserts,Ice Cream Sundae,33
14-06-2023,Desserts,Fruit Salad,29
14-06-2023,Desserts,Chocolate Cake,38
15-06-2023,Veg Burgers,Classic Veg Burger,14
15-06-2023,Veg Burgers,Cheese Veg Burger,12
15-06-2023,Veg Burgers,Spicy Veg Burger,50
15-06-2023,Veg Burgers,Aloo Tikki Burger,13
15-06-2023,Veg Pizzas,Margherita Pizza,44
15-06-2023,Veg Pizzas,Veggie Delight Pizza,50
15-06-2023,Veg Pizzas,Paneer Pizza,23
15-06-2023,Veg Pizzas,Farmhouse Pizza,22
15-06-2023,Sandwiches,Veg Club Sandwich,14
15-06-2023,Sandwiches,Paneer Tikka Sandwich,32
15-06-2023,Sandwiches,Grilled Veg Sandwich,29
15-06-2023,Sandwiches,Cucumber Sandwich,50
15-06-2023,Wraps,Veggie Wrap,26
15-06-2023,Wraps,Paneer Wrap,25
15-06-2023,Wraps,Aloo Wrap,24
15-06-2023,Wraps,Hummus Wrap,13
15-06-2023,Pastas,Veg Alfredo Pasta,12
15-06-2023,Pastas,Veg Arrabbiata Pasta,5
15-06-2023,Pastas,Pesto Veg Pasta,37
15-06-2023,Pastas,Veg Mac and Cheese,7
15-06-2023,Salads,Greek Salad,46
15-06-2023,Salads,Caesar Salad,16
15-06-2023,Salads,Garden Salad,32
15-06-2023,Salads,Pasta Salad,34
15-06-2023,Fries,Classic Fries,36
15-06-2023,Fries,Cheese Fries,24
15-06-2023,Fries,Masala Fries,15
15-06-2023,Fries,Peri Peri Fries,31
15-06-2023,Beverages,Cold Coffee,35
15-06-2023,Beverages,Lemonade,32
15-06-2023,Beverages,Mango Smoothie,29
15-06-2023,Beverages,Green Tea,42
15-06-2023,Desserts,Brownie,18
15-06-2023,Desserts,Ice Cream Sundae,39
15-06-2023,Desserts,Fruit Salad,30
15-06-2023,Desserts,Chocolate Cake,15
16-06-2023,Veg Burgers,Classic Veg Burger,15
16-06-2023,Veg Burgers,Cheese Veg Burger,6
16-06-2023,Veg Burgers,Spicy Veg Burger,35
16-06-2023,Veg Burgers,Aloo Tikki Burger,39
16-06-2023,Veg Pizzas,Margherita Pizza,25
16-06-2023,Veg Pizzas,Veggie Delight Pizza,28
16-06-2023,Veg Pizzas,Paneer Pizza,37
16-06-2023,Veg Pizzas,Farmhouse Pizza,15
16-06-2023,Sandwiches,Veg Club Sandwich,38
16-06-2023,Sandwiches,Paneer Tikka Sandwich,43
16-06-2023,Sandwiches,Grilled Veg Sandwich,13
16-06-2023,Sandwiches,Cucumber Sandwich,17
16-06-2023,Wraps,Veggie Wrap,41
16-06-2023,Wraps,Paneer Wrap,41
16-06-2023,Wraps,Aloo Wrap,24
16-06-2023,Wraps,Hummus Wrap,47
16-06-2023,Pastas,Veg Alfredo Pasta,17
16-06-2023,Pastas,Veg Arrabbiata Pasta,26
16-06-2023,Pastas,Pesto Veg Pasta,21
16-06-2023,Pastas,Veg Mac and Cheese,14
16-06-2023,Salads,Greek Salad,30
16-06-2023,Salads,Caesar Salad,35
16-06-2023,Salads,Garden Salad,12
16-06-2023,Salads,Pasta Salad,12
16-06-2023,Fries,Classic Fries,29
16-06-2023,Fries,Cheese Fries,34
16-06-2023,Fries,Masala Fries,6
16-06-2023,Fries,Peri Peri Fries,12
16-06-2023,Beverages,Cold Coffee,30
16-06-2023,Beverages,Lemonade,6
16-06-2023,Beverages,Mango Smoothie,47
16-06-2023,Beverages,Green Tea,5
16-06-2023,Desserts,Brownie,5
16-06-2023,Desserts,Ice Cream Sundae,34
16-06-2023,Desserts,Fruit Salad,23
16-06-2023,Desserts,Chocolate Cake,12
17-06-2023,Veg Burgers,Classic Veg Burger,20
17-06-2023,Veg Burgers,Cheese Veg Burger,43
17-06-2023,Veg Burgers,Spicy Veg Burger,47
17-06-2023,Veg Burgers,Aloo Tikki Burger,24
17-06-2023,Veg Pizzas,Margherita Pizza,9
17-06-2023,Veg Pizzas,Veggie Delight Pizza,23
17-06-2023,Veg Pizzas,Paneer Pizza,9
17-06-2023,Veg Pizzas,Farmhouse Pizza,26
17-06-2023,Sandwiches,Veg Club Sandwich,50
17-06-2023,Sandwiches,Paneer Tikka Sandwich,40
17-06-2023,Sandwiches,Grilled Veg Sandwich,33
17-06-2023,Sandwiches,Cucumber Sandwich,44
17-06-2023,Wraps,Veggie Wrap,13
17-06-2023,Wraps,Paneer Wrap,31
17-06-2023,Wraps,Aloo Wrap,29
17-06-2023,Wraps,Hummus Wrap,13
17-06-2023,Pastas,Veg Alfredo Pasta,8
17-06-2023,Pastas,Veg Arrabbiata Pasta,48
17-06-2023,Pastas,Pesto Veg Pasta,14
17-06-2023,Pastas,Veg Mac and Cheese,40
17-06-2023,Salads,Greek Salad,14
17-06-2023,Salads,Caesar Salad,29
17-06-2023,Salads,Garden Salad,43
17-06-2023,Salads,Pasta Salad,47
17-06-2023,Fries,Classic Fries,48
17-06-2023,Fries,Cheese Fries,14
17-06-2023,Fries,Masala Fries,30
17-06-2023,Fries,Peri Peri Fries,39
17-06-2023,Beverages,Cold Coffee,31
17-06-2023,Beverages,Lemonade,6
17-06-2023,Beverages,Mango Smoothie,50
17-06-2023,Beverages,Green Tea,49
17-06-2023,Desserts,Brownie,14
17-06-2023,Desserts,Ice Cream Sundae,16
17-06-2023,Desserts,Fruit Salad,16
17-06-2023,Desserts,Chocolate Cake,10
18-06-2023,Veg Burgers,Classic Veg Burger,14
18-06-2023,Veg Burgers,Cheese Veg Burger,29
18-06-2023,Veg Burgers,Spicy Veg Burger,16
18-06-2023,Veg Burgers,Aloo Tikki Burger,6
18-06-2023,Veg Pizzas,Margherita Pizza,50
18-06-2023,Veg Pizzas,Veggie Delight Pizza,9
18-06-2023,Veg Pizzas,Paneer Pizza,26
18-06-2023,Veg Pizzas,Farmhouse Pizza,18
18-06-2023,Sandwiches,Veg Club Sandwich,19
18-06-2023,Sandwiches,Paneer Tikka Sandwich,9
18-06-2023,Sandwiches,Grilled Veg Sandwich,34
18-06-2023,Sandwiches,Cucumber Sandwich,43
18-06-2023,Wraps,Veggie Wrap,50
18-06-2023,Wraps,Paneer Wrap,26
18-06-2023,Wraps,Aloo Wrap,40
18-06-2023,Wraps,Hummus Wrap,37
18-06-2023,Pastas,Veg Alfredo Pasta,24
18-06-2023,Pastas,Veg Arrabbiata Pasta,6
18-06-2023,Pastas,Pesto Veg Pasta,37
18-06-2023,Pastas,Veg Mac and Cheese,19
18-06-2023,Salads,Greek Salad,23
18-06-2023,Salads,Caesar Salad,26
18-06-2023,Salads,Garden Salad,8
18-06-2023,Salads,Pasta Salad,14
18-06-2023,Fries,Classic Fries,23
18-06-2023,Fries,Cheese Fries,5
18-06-2023,Fries,Masala Fries,19
18-06-2023,Fries,Peri Peri Fries,35
18-06-2023,Beverages,Cold Coffee,38
18-06-2023,Beverages,Lemonade,41
18-06-2023,Beverages,Mango Smoothie,13
18-06-2023,Beverages,Green Tea,12
18-06-2023,Desserts,Brownie,45
18-06-2023,Desserts,Ice Cream Sundae,50
18-06-2023,Desserts,Fruit Salad,28
18-06-2023,Desserts,Chocolate Cake,45
19-06-2023,Veg Burgers,Classic Veg Burger,33
19-06-2023,Veg Burgers,Cheese Veg Burger,49
19-06-2023,Veg Burgers,Spicy Veg Burger,39
19-06-2023,Veg Burgers,Aloo Tikki Burger,28
19-06-2023,Veg Pizzas,Margherita Pizza,8
19-06-2023,Veg Pizzas,Veggie Delight Pizza,46
19-06-2023,Veg Pizzas,Paneer Pizza,30
19-06-2023,Veg Pizzas,Farmhouse Pizza,49
19-06-2023,Sandwiches,Veg Club Sandwich,5
19-06-2023,Sandwiches,Paneer Tikka Sandwich,5
19-06-2023,Sandwiches,Grilled Veg Sandwich,40
